"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SRR1617632__prok","SRR1656267_prok","SRR1656269__prok","SRR1656335__prok","SRR1656350__prok","SRR2164311__prok","SRR2167785_prok","SRR2171381__prok","SRR2171418__prok","SRR3954738__prok","SRR3954739__prok","SRR3954741__prok","SRR3954742__prok","SRR3954743__prok","SRR3954744__prok","SRR3954745__prok","SRR3954747__prok","SRR4420705__prok"
"hisS_1","","Histidine--tRNA ligase","18","18","1","1","5267","","","","1271","1388","1368","SRR1617632__prok_01473","SRR1656267_prok_00735","SRR1656269__prok_01892","SRR1656335__prok_00924","SRR1656350__prok_00687","SRR2164311__prok_00897","SRR2167785_prok_00690","SRR2171381__prok_01161","SRR2171418__prok_00794","SRR3954738__prok_01675","SRR3954739__prok_00944","SRR3954741__prok_02245","SRR3954742__prok_01916","SRR3954743__prok_00952","SRR3954744__prok_00489","SRR3954745__prok_00817","SRR3954747__prok_03116","SRR4420705__prok_03719"
"iscS_1","","Cysteine desulfurase IscS","18","18","1","1","5261","","","","1145","1145","1145","SRR1617632__prok_01480","SRR1656267_prok_00741","SRR1656269__prok_01898","SRR1656335__prok_00930","SRR1656350__prok_00681","SRR2164311__prok_00890","SRR2167785_prok_00684","SRR2171381__prok_01167","SRR2171418__prok_00788","SRR3954738__prok_01669","SRR3954739__prok_00938","SRR3954741__prok_02239","SRR3954742__prok_01910","SRR3954743__prok_00946","SRR3954744__prok_00495","SRR3954745__prok_00811","SRR3954747__prok_03110","SRR4420705__prok_02938"
"group_367","","Glycine/sarcosine N-methyltransferase","18","18","1","1","7923","","","","761","764","763","SRR1617632__prok_02574","SRR1656267_prok_01743","SRR1656269__prok_01419","SRR1656335__prok_01329","SRR1656350__prok_03454","SRR2164311__prok_02448","SRR2167785_prok_00961","SRR2171381__prok_00125","SRR2171418__prok_01188","SRR3954738__prok_02537","SRR3954739__prok_01542","SRR3954741__prok_03753","SRR3954742__prok_02903","SRR3954743__prok_02896","SRR3954744__prok_02013","SRR3954745__prok_04745","SRR3954747__prok_02160","SRR4420705__prok_04941"
"tqsA_1","","AI-2 transport protein TqsA","18","18","1","1","5254","","","","1067","1070","1067","SRR1617632__prok_01487","SRR1656267_prok_00748","SRR1656269__prok_01905","SRR1656335__prok_00937","SRR1656350__prok_00674","SRR2164311__prok_00883","SRR2167785_prok_00677","SRR2171381__prok_01174","SRR2171418__prok_00781","SRR3954738__prok_01662","SRR3954739__prok_00931","SRR3954741__prok_02232","SRR3954742__prok_01903","SRR3954743__prok_00939","SRR3954744__prok_00502","SRR3954745__prok_00804","SRR3954747__prok_03103","SRR4420705__prok_02945"
"yrrK","","Putative pre-16S rRNA nuclease","18","18","1","1","5249","","","","413","413","413","SRR1617632__prok_01491","SRR1656267_prok_00752","SRR1656269__prok_01909","SRR1656335__prok_00941","SRR1656350__prok_00670","SRR2164311__prok_00879","SRR2167785_prok_00673","SRR2171381__prok_01178","SRR2171418__prok_00777","SRR3954738__prok_01658","SRR3954739__prok_00927","SRR3954741__prok_02228","SRR3954742__prok_01899","SRR3954743__prok_00935","SRR3954744__prok_00506","SRR3954745__prok_00800","SRR3954747__prok_03099","SRR4420705__prok_02949"
"group_3672","","hypothetical protein","18","18","1","1","5248","","","","278","278","278","SRR1617632__prok_01492","SRR1656267_prok_00753","SRR1656269__prok_01910","SRR1656335__prok_00942","SRR1656350__prok_00669","SRR2164311__prok_00878","SRR2167785_prok_00672","SRR2171381__prok_01179","SRR2171418__prok_00776","SRR3954738__prok_01657","SRR3954739__prok_00926","SRR3954741__prok_02227","SRR3954742__prok_01898","SRR3954743__prok_00934","SRR3954744__prok_00507","SRR3954745__prok_00799","SRR3954747__prok_03098","SRR4420705__prok_02950"
"group_3673","","hypothetical protein","18","18","1","1","5246","","","","641","641","641","SRR1617632__prok_01494","SRR1656267_prok_00755","SRR1656269__prok_01912","SRR1656335__prok_00944","SRR1656350__prok_00667","SRR2164311__prok_00876","SRR2167785_prok_00670","SRR2171381__prok_01181","SRR2171418__prok_00774","SRR3954738__prok_01655","SRR3954739__prok_00924","SRR3954741__prok_02225","SRR3954742__prok_01896","SRR3954743__prok_00932","SRR3954744__prok_00509","SRR3954745__prok_00797","SRR3954747__prok_03096","SRR4420705__prok_02952"
"adhE","","Aldehyde-alcohol dehydrogenase","18","18","1","1","5233","","","","2603","2603","2603","SRR1617632__prok_01506","SRR1656267_prok_00768","SRR1656269__prok_01925","SRR1656335__prok_00363","SRR1656350__prok_00655","SRR2164311__prok_00864","SRR2167785_prok_00658","SRR2171381__prok_01193","SRR2171418__prok_00762","SRR3954738__prok_01643","SRR3954739__prok_00912","SRR3954741__prok_02213","SRR3954742__prok_01884","SRR3954743__prok_00920","SRR3954744__prok_00521","SRR3954745__prok_00785","SRR3954747__prok_03084","SRR4420705__prok_02430"
"sutR_1","","HTH-type transcriptional regulator SutR","18","18","1","1","5224","","","","545","545","545","SRR1617632__prok_01515","SRR1656267_prok_00777","SRR1656269__prok_01934","SRR1656335__prok_00354","SRR1656350__prok_00646","SRR2164311__prok_00855","SRR2167785_prok_00649","SRR2171381__prok_01202","SRR2171418__prok_00753","SRR3954738__prok_01634","SRR3954739__prok_00903","SRR3954741__prok_02204","SRR3954742__prok_01875","SRR3954743__prok_00911","SRR3954744__prok_00530","SRR3954745__prok_00776","SRR3954747__prok_03075","SRR4420705__prok_02421"
"group_3676","","hypothetical protein","18","18","1","1","5217","","","","122","122","122","SRR1617632__prok_01523","SRR1656267_prok_00784","SRR1656269__prok_01941","SRR1656335__prok_00347","SRR1656350__prok_00002","SRR2164311__prok_00847","SRR2167785_prok_00642","SRR2171381__prok_01209","SRR2171418__prok_00746","SRR3954738__prok_01627","SRR3954739__prok_00896","SRR3954741__prok_02197","SRR3954742__prok_01868","SRR3954743__prok_00904","SRR3954744__prok_00537","SRR3954745__prok_00769","SRR3954747__prok_03068","SRR4420705__prok_02414"
"miaA","","tRNA dimethylallyltransferase","18","18","1","1","4354","","","","953","953","953","SRR1617632__prok_01534","SRR1656267_prok_02208","SRR1656269__prok_03558","SRR1656335__prok_00661","SRR1656350__prok_00638","SRR2164311__prok_01408","SRR2167785_prok_00004","SRR2171381__prok_03577","SRR2171418__prok_00109","SRR3954738__prok_00562","SRR3954739__prok_00267","SRR3954741__prok_00970","SRR3954742__prok_00697","SRR3954743__prok_00267","SRR3954744__prok_01005","SRR3954745__prok_03647","SRR3954747__prok_00267","SRR4420705__prok_05115"
"lacR","","Lactose phosphotransferase system repressor","18","18","1","1","4359","","","","752","752","752","SRR1617632__prok_01539","SRR1656267_prok_02203","SRR1656269__prok_03553","SRR1656335__prok_00656","SRR1656350__prok_00633","SRR2164311__prok_01413","SRR2167785_prok_00009","SRR2171381__prok_03572","SRR2171418__prok_00114","SRR3954738__prok_00567","SRR3954739__prok_00262","SRR3954741__prok_00965","SRR3954742__prok_00702","SRR3954743__prok_00262","SRR3954744__prok_01000","SRR3954745__prok_03642","SRR3954747__prok_00262","SRR4420705__prok_03074"
"chiD","","Chitinase D","18","18","1","1","4365","","","","1076","1082","1081","SRR1617632__prok_01545","SRR1656267_prok_02197","SRR1656269__prok_03547","SRR1656335__prok_00650","SRR1656350__prok_00627","SRR2164311__prok_01419","SRR2167785_prok_00015","SRR2171381__prok_03566","SRR2171418__prok_00120","SRR3954738__prok_00573","SRR3954739__prok_00256","SRR3954741__prok_00959","SRR3954742__prok_00708","SRR3954743__prok_00256","SRR3954744__prok_00994","SRR3954745__prok_03636","SRR3954747__prok_00256","SRR4420705__prok_03080"
"group_368","","hypothetical protein","18","18","1","1","7910","","","","704","704","704","SRR1617632__prok_02582","SRR1656267_prok_01736","SRR1656269__prok_01412","SRR1656335__prok_01336","SRR1656350__prok_03447","SRR2164311__prok_02456","SRR2167785_prok_00954","SRR2171381__prok_00118","SRR2171418__prok_01195","SRR3954738__prok_02530","SRR3954739__prok_01535","SRR3954741__prok_03760","SRR3954742__prok_02910","SRR3954743__prok_02903","SRR3954744__prok_02020","SRR3954745__prok_04752","SRR3954747__prok_02167","SRR4420705__prok_04597"
"copA","","Copper-exporting P-type ATPase A","18","18","1","1","4371","","","","2417","2420","2417","SRR1617632__prok_01550","SRR1656267_prok_02191","SRR1656269__prok_03541","SRR1656335__prok_00646","SRR1656350__prok_00623","SRR2164311__prok_01424","SRR2167785_prok_00020","SRR2171381__prok_03561","SRR2171418__prok_00128","SRR3954738__prok_00578","SRR3954739__prok_00251","SRR3954741__prok_00954","SRR3954742__prok_00713","SRR3954743__prok_00251","SRR3954744__prok_00989","SRR3954745__prok_03631","SRR3954747__prok_00251","SRR4420705__prok_03085"
"copZ","","Copper chaperone CopZ","18","18","1","1","4372","","","","206","206","206","SRR1617632__prok_01551","SRR1656267_prok_02190","SRR1656269__prok_03540","SRR1656335__prok_00645","SRR1656350__prok_00622","SRR2164311__prok_01425","SRR2167785_prok_00021","SRR2171381__prok_03560","SRR2171418__prok_00129","SRR3954738__prok_00579","SRR3954739__prok_00250","SRR3954741__prok_00953","SRR3954742__prok_00714","SRR3954743__prok_00250","SRR3954744__prok_00988","SRR3954745__prok_03630","SRR3954747__prok_00250","SRR4420705__prok_03086"
"yusV_1","","putative siderophore transport system ATP-binding protein YusV","18","18","1","1","4380","","","","821","821","821","SRR1617632__prok_01555","SRR1656267_prok_02186","SRR1656269__prok_03536","SRR1656335__prok_00637","SRR1656350__prok_00614","SRR2164311__prok_01429","SRR2167785_prok_00025","SRR2171381__prok_03556","SRR2171418__prok_00133","SRR3954738__prok_00583","SRR3954739__prok_00246","SRR3954741__prok_00949","SRR3954742__prok_00718","SRR3954743__prok_00246","SRR3954744__prok_00984","SRR3954745__prok_03626","SRR3954747__prok_00246","SRR4420705__prok_03090"
"feuC_1","","Iron-uptake system permease protein FeuC","18","18","1","1","4381","","","","1022","1022","1022","SRR1617632__prok_01556","SRR1656267_prok_02185","SRR1656269__prok_03535","SRR1656335__prok_00636","SRR1656350__prok_00613","SRR2164311__prok_01430","SRR2167785_prok_00026","SRR2171381__prok_03555","SRR2171418__prok_00134","SRR3954738__prok_00584","SRR3954739__prok_00245","SRR3954741__prok_00948","SRR3954742__prok_00719","SRR3954743__prok_00245","SRR3954744__prok_00983","SRR3954745__prok_03625","SRR3954747__prok_00245","SRR4420705__prok_03091"
"feuB_1","","Iron-uptake system permease protein FeuB","18","18","1","1","4382","","","","1007","1007","1007","SRR1617632__prok_01557","SRR1656267_prok_02184","SRR1656269__prok_03534","SRR1656335__prok_00635","SRR1656350__prok_00612","SRR2164311__prok_01431","SRR2167785_prok_00027","SRR2171381__prok_03554","SRR2171418__prok_00135","SRR3954738__prok_00585","SRR3954739__prok_00244","SRR3954741__prok_00947","SRR3954742__prok_00720","SRR3954743__prok_00244","SRR3954744__prok_00982","SRR3954745__prok_03624","SRR3954747__prok_00244","SRR4420705__prok_03092"
"group_3688","","hypothetical protein","18","18","1","1","4430","","","","185","185","185","SRR1617632__prok_01591","SRR1656267_prok_02155","SRR1656269__prok_03505","SRR1656335__prok_00609","SRR1656350__prok_00586","SRR2164311__prok_01465","SRR2167785_prok_00058","SRR2171381__prok_03527","SRR2171418__prok_00165","SRR3954738__prok_00612","SRR3954739__prok_00217","SRR3954741__prok_00920","SRR3954742__prok_00747","SRR3954743__prok_00217","SRR3954744__prok_00955","SRR3954745__prok_00305","SRR3954747__prok_00217","SRR4420705__prok_02189"
"group_3692","","hypothetical protein","18","18","1","1","4438","","","","431","431","431","SRR1617632__prok_01602","SRR1656267_prok_02151","SRR1656269__prok_03501","SRR1656335__prok_00604","SRR1656350__prok_00581","SRR2164311__prok_01476","SRR2167785_prok_00063","SRR2171381__prok_03522","SRR2171418__prok_00170","SRR3954738__prok_00622","SRR3954739__prok_00207","SRR3954741__prok_00910","SRR3954742__prok_00757","SRR3954743__prok_00207","SRR3954744__prok_00945","SRR3954745__prok_00315","SRR3954747__prok_00207","SRR4420705__prok_02185"
"miaB","","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase","18","18","1","1","4439","","","","1529","1529","1529","SRR1617632__prok_01603","SRR1656267_prok_02150","SRR1656269__prok_03500","SRR1656335__prok_00603","SRR1656350__prok_00580","SRR2164311__prok_01477","SRR2167785_prok_00064","SRR2171381__prok_03521","SRR2171418__prok_00171","SRR3954738__prok_00623","SRR3954739__prok_00206","SRR3954741__prok_00909","SRR3954742__prok_00758","SRR3954743__prok_00206","SRR3954744__prok_00944","SRR3954745__prok_00316","SRR3954747__prok_00206","SRR4420705__prok_02184"
"albE","","Antilisterial bacteriocin subtilosin biosynthesis protein AlbE","18","18","1","1","4454","","","","1274","1274","1274","SRR1617632__prok_01618","SRR1656267_prok_02133","SRR1656269__prok_03483","SRR1656335__prok_00588","SRR1656350__prok_00565","SRR2164311__prok_01492","SRR2167785_prok_00080","SRR2171381__prok_03505","SRR2171418__prok_00186","SRR3954738__prok_00639","SRR3954739__prok_00190","SRR3954741__prok_00893","SRR3954742__prok_00774","SRR3954743__prok_00190","SRR3954744__prok_00928","SRR3954745__prok_00332","SRR3954747__prok_00190","SRR4420705__prok_05252"
"alsC","","D-allose transport system permease protein AlsC","18","18","1","1","4456","","","","1058","1058","1058","SRR1617632__prok_01620","SRR1656267_prok_02131","SRR1656269__prok_03481","SRR1656335__prok_00586","SRR1656350__prok_00563","SRR2164311__prok_01494","SRR2167785_prok_00082","SRR2171381__prok_03503","SRR2171418__prok_00188","SRR3954738__prok_00641","SRR3954739__prok_00188","SRR3954741__prok_00891","SRR3954742__prok_00776","SRR3954743__prok_00188","SRR3954744__prok_00926","SRR3954745__prok_00334","SRR3954747__prok_00188","SRR4420705__prok_02750"
"mglA","","Galactose/methyl galactoside import ATP-binding protein MglA","18","18","1","1","4457","","","","1532","1532","1532","SRR1617632__prok_01621","SRR1656267_prok_02130","SRR1656269__prok_03480","SRR1656335__prok_00585","SRR1656350__prok_00562","SRR2164311__prok_01495","SRR2167785_prok_00083","SRR2171381__prok_03502","SRR2171418__prok_00189","SRR3954738__prok_00642","SRR3954739__prok_00187","SRR3954741__prok_00890","SRR3954742__prok_00777","SRR3954743__prok_00187","SRR3954744__prok_00925","SRR3954745__prok_00335","SRR3954747__prok_00187","SRR4420705__prok_02749"
"dpaB","","Dipicolinate synthase subunit B","18","18","1","1","4475","","","","440","599","581","SRR1617632__prok_01639","SRR1656267_prok_02120","SRR1656269__prok_03470","SRR1656335__prok_00575","SRR1656350__prok_00552","SRR2164311__prok_01513","SRR2167785_prok_00093","SRR2171381__prok_03492","SRR2171418__prok_00199","SRR3954738__prok_00652","SRR3954739__prok_00177","SRR3954741__prok_00880","SRR3954742__prok_00787","SRR3954743__prok_00177","SRR3954744__prok_00915","SRR3954745__prok_00345","SRR3954747__prok_00177","SRR4420705__prok_02739"
"dpaA","","Dipicolinate synthase subunit A","18","18","1","1","4477","","","","902","902","902","SRR1617632__prok_01640","SRR1656267_prok_02119","SRR1656269__prok_03469","SRR1656335__prok_00574","SRR1656350__prok_00551","SRR2164311__prok_01514","SRR2167785_prok_00094","SRR2171381__prok_03491","SRR2171418__prok_00200","SRR3954738__prok_00653","SRR3954739__prok_00176","SRR3954741__prok_00879","SRR3954742__prok_00788","SRR3954743__prok_00176","SRR3954744__prok_00914","SRR3954745__prok_00346","SRR3954747__prok_00176","SRR4420705__prok_02738"
"ribF","","Riboflavin biosynthesis protein RibF","18","18","1","1","4483","","","","971","971","971","SRR1617632__prok_01646","SRR1656267_prok_02113","SRR1656269__prok_03463","SRR1656335__prok_00568","SRR1656350__prok_00545","SRR2164311__prok_01520","SRR2167785_prok_00100","SRR2171381__prok_03485","SRR2171418__prok_00206","SRR3954738__prok_00659","SRR3954739__prok_00170","SRR3954741__prok_00873","SRR3954742__prok_00794","SRR3954743__prok_00170","SRR3954744__prok_00908","SRR3954745__prok_00352","SRR3954747__prok_00170","SRR4420705__prok_02732"
"uppS","","Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)","18","18","1","1","4498","","","","773","776","775","SRR1617632__prok_01660","SRR1656267_prok_02099","SRR1656269__prok_03449","SRR1656335__prok_00554","SRR1656350__prok_00531","SRR2164311__prok_01534","SRR2167785_prok_00117","SRR2171381__prok_03471","SRR2171418__prok_00223","SRR3954738__prok_00673","SRR3954739__prok_00156","SRR3954741__prok_00859","SRR3954742__prok_00808","SRR3954743__prok_00156","SRR3954744__prok_00894","SRR3954745__prok_00366","SRR3954747__prok_00156","SRR4420705__prok_02801"
"xerC_1","","Tyrosine recombinase XerC","18","18","1","1","4506","","","","899","899","899","SRR1617632__prok_01668","SRR1656267_prok_02091","SRR1656269__prok_03441","SRR1656335__prok_00546","SRR1656350__prok_00523","SRR2164311__prok_01542","SRR2167785_prok_00125","SRR2171381__prok_03463","SRR2171418__prok_00231","SRR3954738__prok_00681","SRR3954739__prok_00148","SRR3954741__prok_00851","SRR3954742__prok_00816","SRR3954743__prok_00148","SRR3954744__prok_00886","SRR3954745__prok_00374","SRR3954747__prok_00148","SRR4420705__prok_02793"
"trmFO","","Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO","18","18","1","1","4507","","","","1304","1358","1349","SRR1617632__prok_01669","SRR1656267_prok_02090","SRR1656269__prok_03440","SRR1656335__prok_00545","SRR1656350__prok_00522","SRR2164311__prok_01543","SRR2167785_prok_00126","SRR2171381__prok_03462","SRR2171418__prok_00232","SRR3954738__prok_00682","SRR3954739__prok_00147","SRR3954741__prok_00850","SRR3954742__prok_00817","SRR3954743__prok_00147","SRR3954744__prok_00885","SRR3954745__prok_00375","SRR3954747__prok_00147","SRR4420705__prok_04497"
"rbgA","","Ribosome biogenesis GTPase A","18","18","1","1","4513","","","","890","890","890","SRR1617632__prok_01675","SRR1656267_prok_02084","SRR1656269__prok_03434","SRR1656335__prok_00539","SRR1656350__prok_00516","SRR2164311__prok_01549","SRR2167785_prok_00132","SRR2171381__prok_03456","SRR2171418__prok_00238","SRR3954738__prok_00688","SRR3954739__prok_00141","SRR3954741__prok_00844","SRR3954742__prok_00823","SRR3954743__prok_00141","SRR3954744__prok_00879","SRR3954745__prok_00381","SRR3954747__prok_00141","SRR4420705__prok_04380"
"sipS_1","","Signal peptidase I S","18","18","1","1","4514","","","","551","551","551","SRR1617632__prok_01676","SRR1656267_prok_02083","SRR1656269__prok_03433","SRR1656335__prok_00538","SRR1656350__prok_00515","SRR2164311__prok_01550","SRR2167785_prok_00133","SRR2171381__prok_03455","SRR2171418__prok_00239","SRR3954738__prok_00689","SRR3954739__prok_00140","SRR3954741__prok_00843","SRR3954742__prok_00824","SRR3954743__prok_00140","SRR3954744__prok_00878","SRR3954745__prok_00382","SRR3954747__prok_00140","SRR4420705__prok_04379"
"trmD","","tRNA (guanine-N(1)-)-methyltransferase","18","18","1","1","4516","","","","734","734","734","SRR1617632__prok_01678","SRR1656267_prok_02081","SRR1656269__prok_03431","SRR1656335__prok_00536","SRR1656350__prok_00513","SRR2164311__prok_01552","SRR2167785_prok_00135","SRR2171381__prok_03453","SRR2171418__prok_00241","SRR3954738__prok_00691","SRR3954739__prok_00138","SRR3954741__prok_00841","SRR3954742__prok_00826","SRR3954743__prok_00138","SRR3954744__prok_00876","SRR3954745__prok_00384","SRR3954747__prok_00138","SRR4420705__prok_04377"
